TT,CCV1,DSP,DSPSP,MAT,OAD,RAT,SAT,SATSP,SCH,SFS,SupCFM,SupVFD1,PHV1,TT,OAH,OAT,OAWB,
06/21/2014 07:15,53.93,1.77,1.50,62.40,100.00,72.30,55.15,56.00,1,1,23811.55,86.30,0,06/21/2014 07:15,88.41,65.92,63.60,
06/21/2014 07:30,41.09,1.67,1.50,62.56,100.00,72.48,55.45,56.00,1,1,21159.96,79.06,0,06/21/2014 07:30,88.31,66.11,63.80,
06/21/2014 07:45,36.42,1.65,1.50,62.73,100.00,72.60,55.70,56.00,1,1,19225.88,73.63,0,06/21/2014 07:45,88.22,66.35,64.00,
06/21/2014 08:00,34.10,1.60,1.50,63.12,100.00,72.73,56.00,56.00,1,1,17671.89,69.75,0,06/21/2014 08:00,87.89,66.66,64.20,
06/21/2014 08:15,30.75,1.60,1.50,63.74,100.00,72.88,55.82,56.00,1,1,16329.21,66.26,0,06/21/2014 08:15,87.46,67.38,64.80,
06/21/2014 08:30,30.03,1.57,1.50,64.35,100.00,72.99,56.03,56.00,1,1,15281.39,63.34,0,06/21/2014 08:30,86.93,67.79,65.10,
06/21/2014 08:45,30.34,1.56,1.50,64.60,100.00,73.07,56.18,56.00,1,1,14566.21,61.21,0,06/21/2014 08:45,86.58,68.27,65.50,
06/21/2014 09:00,27.59,1.56,1.50,65.01,100.00,73.14,55.82,56.00,1,1,13641.02,59.11,0,06/21/2014 09:00,85.93,68.93,66.00,
06/21/2014 09:15,28.00,1.55,1.50,65.69,100.00,73.18,55.99,56.00,1,1,12927.02,57.49,0,06/21/2014 09:15,85.24,70.07,66.90,
06/21/2014 09:30,25.61,1.52,1.50,68.99,0,72.17,55.73,56.00,1,1,12662.31,56.95,0,06/21/2014 09:30,84.34,71.38,68.00,
06/21/2014 09:45,30.17,1.54,1.50,69.52,0,72.16,56.02,56.00,1,1,12210.36,55.92,0,06/21/2014 09:45,83.54,72.29,68.62,
06/21/2014 10:00,29.26,1.51,1.50,69.88,0,72.22,55.70,56.00,1,1,12502.66,56.06,0,06/21/2014 10:00,83.28,72.92,69.20,
06/21/2014 10:15,25.89,1.51,1.50,70.01,0,72.25,55.87,56.00,1,1,12141.72,55.43,0,06/21/2014 10:15,82.97,73.50,69.67,
06/21/2014 10:30,26.38,1.50,1.50,70.04,0,72.22,56.07,56.00,1,1,12208.54,55.25,0,06/21/2014 10:30,83.27,73.06,69.30,
06/21/2014 10:45,29.80,1.49,1.50,70.49,0,72.26,56.23,56.00,1,1,12331.53,55.25,0,06/21/2014 10:45,84.13,73.44,69.90,
06/21/2014 11:00,30.70,1.49,1.50,70.78,0,72.28,56.01,56.00,1,1,12310.21,55.61,0,06/21/2014 11:00,82.99,74.99,71.10,
06/21/2014 11:15,35.24,1.48,1.50,71.24,0,72.28,56.36,56.00,1,1,12509.29,56.12,0,06/21/2014 11:15,83.62,75.92,72.20,
06/21/2014 11:30,30.32,1.50,1.50,71.59,0,72.35,56.08,56.00,1,1,12453.70,56.17,0,06/21/2014 11:30,82.54,76.99,72.90,
06/21/2014 11:45,34.14,1.46,1.50,72.21,0,72.41,56.09,56.00,1,1,13113.97,57.24,0,06/21/2014 11:45,82.26,78.13,73.90,
06/21/2014 12:00,35.17,1.50,1.50,72.56,0,72.42,55.87,56.00,1,1,13005.94,57.34,0,06/21/2014 12:00,80.32,79.54,74.80,
06/21/2014 12:15,31.68,1.51,1.50,72.85,0,72.42,55.98,56.00,1,1,12746.55,56.96,0,06/21/2014 12:15,80.66,80.58,75.80,
06/21/2014 12:30,37.67,1.48,1.50,73.13,0,72.41,56.38,56.00,1,1,13305.61,58.38,0,06/21/2014 12:30,79.57,81.34,76.30,
06/21/2014 12:45,39.32,1.48,1.50,72.94,0,72.42,56.12,56.00,1,1,13472.53,58.75,0,06/21/2014 12:45,79.46,81.07,76.00,
06/21/2014 13:00,38.49,1.52,1.50,73.29,0,72.39,55.97,56.00,1,1,12765.32,58.03,0,06/21/2014 13:00,79.17,81.52,76.32,
06/21/2014 13:15,35.22,1.53,1.50,73.45,0,72.43,55.67,56.00,1,1,12813.09,57.17,0,06/21/2014 13:15,77.38,83.01,77.30,
06/21/2014 13:30,30.69,1.52,1.50,74.03,0,72.47,55.74,56.00,1,1,12630.32,56.74,0,06/21/2014 13:30,75.16,84.36,77.90,
06/21/2014 13:45,34.35,1.46,1.50,73.80,0,72.52,56.13,56.00,1,1,13368.50,57.56,0,06/21/2014 13:45,74.48,84.62,77.97,
06/21/2014 14:00,40.11,1.48,1.50,74.15,0,72.48,56.22,56.00,1,1,13670.45,58.53,0,06/21/2014 14:00,75.28,84.10,77.60,
06/21/2014 14:15,40.17,1.46,1.50,74.48,0,72.56,56.01,56.00,1,1,13586.68,58.88,0,06/21/2014 14:15,74.88,85.04,78.42,
06/21/2014 14:30,34.02,1.52,1.50,74.08,0,72.52,55.67,56.00,1,1,13172.57,58.68,0,06/21/2014 14:30,73.58,85.24,78.29,
06/21/2014 14:45,32.11,1.52,1.50,74.12,0,72.56,55.94,56.00,1,1,12691.37,57.46,0,06/21/2014 14:45,74.57,85.39,78.63,
06/21/2014 15:00,38.91,1.47,1.50,74.50,0,72.56,56.41,56.00,1,1,13450.89,57.84,0,06/21/2014 15:00,73.08,86.28,79.04,
06/21/2014 15:15,39.63,1.52,1.50,74.40,0,72.54,55.93,56.00,1,1,13588.18,58.20,0,06/21/2014 15:15,72.38,86.30,78.84,
06/21/2014 15:30,33.15,1.54,1.50,74.64,0,72.59,55.63,56.00,1,1,12601.20,56.88,0,06/21/2014 15:30,73.59,86.64,79.56,
06/21/2014 15:45,36.62,1.51,1.50,74.99,0,72.62,56.03,56.00,1,1,12579.68,57.24,0,06/21/2014 15:45,72.68,87.87,80.39,
06/21/2014 16:00,31.79,1.51,1.50,74.59,0,72.67,55.90,56.00,1,1,12354.79,56.66,0,06/21/2014 16:00,70.48,87.58,79.50,
06/21/2014 16:15,32.15,1.50,1.50,74.41,0,72.73,56.14,56.00,1,1,12534.74,56.31,0,06/21/2014 16:15,72.48,86.19,78.80,
06/21/2014 16:30,36.01,1.49,1.50,74.22,0,72.75,55.97,56.00,1,1,13219.12,56.92,0,06/21/2014 16:30,72.48,85.18,77.89,
06/21/2014 16:45,31.85,1.52,1.50,74.34,0,72.73,55.78,56.00,1,1,13014.25,56.45,0,06/21/2014 16:45,69.42,86.18,77.90,
06/21/2014 17:00,33.76,1.51,1.50,73.76,0,72.73,56.08,56.00,1,1,12989.99,56.33,0,06/21/2014 17:00,70.58,84.96,77.10,
06/21/2014 17:15,29.85,1.53,1.50,73.30,0,72.74,56.07,56.00,1,1,11828.59,54.44,0,06/21/2014 17:15,71.78,83.23,75.90,
06/21/2014 17:30,100.00,1.48,1.50,72.87,0,72.73,65.76,56.00,1,1,11962.74,54.50,0,06/21/2014 17:30,73.18,81.62,74.80,
06/21/2014 17:45,0,0,1.50,71.27,0,74.07,65.91,56.00,0,0,0,0,0,06/21/2014 17:45,73.98,80.28,73.80,
06/21/2014 18:00,0,0,1.50,70.61,0,74.66,66.35,56.00,0,0,0,0,0,06/21/2014 18:00,84.24,77.59,73.89,
06/21/2014 18:15,0,0,1.50,70.03,0,74.74,66.81,56.00,0,0,0,0,0,06/21/2014 18:15,90.41,72.05,70.00,
06/21/2014 18:30,0,0,1.50,69.72,0,74.68,67.24,56.00,0,0,0,0,0,06/21/2014 18:30,90.42,70.99,68.90,
06/21/2014 18:45,0,0,1.50,69.59,0,74.60,67.58,56.00,0,0,0,0,0,06/21/2014 18:45,90.42,70.58,68.50,
06/21/2014 19:00,0,0,1.50,69.40,0,74.50,67.86,56.00,0,0,0,0,0,06/21/2014 19:00,90.42,71.04,69.00,
06/21/2014 19:15,0,0,1.50,69.44,0,74.71,68.15,56.00,0,0,0,0,0,06/21/2014 19:15,90.41,71.17,69.10,
06/21/2014 19:30,0,0,1.50,69.33,0,74.71,68.38,56.00,0,0,0,0,0,06/21/2014 19:30,90.40,71.59,69.50,
06/21/2014 19:45,0,0,1.50,69.33,0,74.77,68.68,56.00,0,0,0,0,0,06/21/2014 19:45,90.38,71.27,69.20,
06/21/2014 20:00,0,0,1.50,69.25,0,74.76,68.86,56.00,0,0,0,0,0,06/21/2014 20:00,90.38,71.05,69.00,
06/21/2014 20:15,0,0,1.50,69.25,0,74.81,69.10,56.00,0,0,0,0,0,06/21/2014 20:15,90.36,70.84,68.80,
06/21/2014 20:30,0,0,1.50,69.24,0,74.82,69.29,56.00,0,0,0,0,0,06/21/2014 20:30,90.35,70.70,68.60,
06/21/2014 20:45,0,0,1.50,69.24,0,74.84,69.48,56.00,0,0,0,0,0,06/21/2014 20:45,90.34,70.54,68.50,
06/21/2014 21:00,0,0,1.50,69.28,0,74.87,69.66,56.00,0,0,0,0,0,06/21/2014 21:00,90.33,70.70,68.70,
06/21/2014 21:15,0,0,1.50,69.30,0,74.87,69.80,56.00,0,0,0,0,0,06/21/2014 21:15,90.32,70.75,68.70,
06/21/2014 21:30,0,0,1.50,69.31,0,74.84,69.96,56.00,0,0,0,0,0,06/21/2014 21:30,90.29,70.61,68.60,
06/21/2014 21:45,0,0,1.50,69.33,0,74.86,70.04,56.00,0,0,0,0,0,06/21/2014 21:45,90.30,70.49,68.40,
06/21/2014 22:00,0,0,1.50,69.40,0,74.88,70.12,56.00,0,0,0,0,0,06/21/2014 22:00,90.28,70.16,68.10,
06/21/2014 22:15,0,0,1.50,69.45,0,74.89,70.20,56.00,0,0,0,0,0,06/21/2014 22:15,90.28,69.91,67.90,
06/21/2014 22:30,0,0,1.50,69.47,0,74.89,70.33,56.00,0,0,0,0,0,06/21/2014 22:30,90.28,69.81,67.80,
06/21/2014 22:45,0,0,1.50,69.59,0,74.91,70.34,56.00,0,0,0,0,0,06/21/2014 22:45,90.27,69.72,67.70,
06/21/2014 23:00,0,0,1.50,69.71,0,74.91,70.35,56.00,0,0,0,0,0,06/21/2014 23:00,90.26,69.49,67.40,
06/21/2014 23:15,0,0,1.50,69.75,0,74.90,70.43,56.00,0,0,0,0,0,06/21/2014 23:15,90.27,69.29,67.22,
06/21/2014 23:30,0,0,1.50,69.86,0,74.89,70.41,56.00,0,0,0,0,0,06/21/2014 23:30,90.26,69.15,67.10,
06/21/2014 23:45,0,0,1.50,69.96,0,74.89,70.39,56.00,0,0,0,0,0,06/21/2014 23:45,90.26,69.02,67.00,
06/22/2014 00:00,0,0,1.50,70.04,0,74.88,70.37,56.00,0,0,0,0,0,06/22/2014 00:00,90.26,68.69,66.66,
06/22/2014 00:15,0,0,1.50,70.08,0,74.87,70.37,56.00,0,0,0,0,0,06/22/2014 00:15,90.26,68.65,66.63,
06/22/2014 00:30,0,0,1.50,70.09,0,74.87,70.40,56.00,0,0,0,0,0,06/22/2014 00:30,90.25,68.73,66.70,
06/22/2014 00:45,0,0,1.50,70.08,0,74.86,70.48,56.00,0,0,0,0,0,06/22/2014 00:45,90.25,68.65,66.62,
06/22/2014 01:00,0,0,1.50,70.08,0,74.85,70.45,56.00,0,0,0,0,0,06/22/2014 01:00,90.25,68.70,66.70,
06/22/2014 01:15,0,0,1.50,70.09,0,74.85,70.48,56.00,0,0,0,0,0,06/22/2014 01:15,90.25,68.66,66.63,
06/22/2014 01:30,0,0,1.50,70.17,0,74.90,70.36,56.00,0,0,0,0,0,06/22/2014 01:30,90.25,68.51,66.50,
06/22/2014 01:45,0,0,1.50,70.20,0,74.89,70.36,56.00,0,0,0,0,0,06/22/2014 01:45,90.24,68.32,66.31,
06/22/2014 02:00,0,0,1.50,70.23,0,74.89,70.37,56.00,0,0,0,0,0,06/22/2014 02:00,90.24,68.36,66.35,
06/22/2014 02:15,0,0,1.50,70.33,0,74.87,70.21,56.00,0,0,0,0,0,06/22/2014 02:15,90.25,68.64,66.61,
06/22/2014 02:30,0,0,1.50,70.35,0,74.88,70.22,56.00,0,0,0,0,0,06/22/2014 02:30,90.24,68.67,66.63,
06/22/2014 02:45,0,0,1.50,70.38,0,74.87,70.14,56.00,0,0,0,0,0,06/22/2014 02:45,90.24,68.38,66.37,
06/22/2014 03:00,0,0,1.50,70.40,0,74.85,70.09,56.00,0,0,0,0,0,06/22/2014 03:00,90.24,68.41,66.40,
06/22/2014 03:15,0,0,1.50,70.41,0,74.84,70.06,56.00,0,0,0,0,0,06/22/2014 03:15,90.24,68.49,66.48,
06/22/2014 03:30,0,0,1.50,70.40,0,74.86,70.10,56.00,0,0,0,0,0,06/22/2014 03:30,90.24,68.55,66.52,
06/22/2014 03:45,0,0,1.50,70.39,0,74.86,70.16,56.00,0,0,0,0,0,06/22/2014 03:45,90.25,68.55,66.53,
06/22/2014 04:00,0,0,1.50,70.38,0,74.87,70.17,56.00,0,0,0,0,0,06/22/2014 04:00,90.24,68.57,66.54,
06/22/2014 04:15,0,0,1.50,70.35,0,74.86,70.27,56.00,0,0,0,0,0,06/22/2014 04:15,90.24,68.48,66.46,
06/22/2014 04:30,0,0,1.50,70.34,0,74.89,70.26,56.00,0,0,0,0,0,06/22/2014 04:30,90.24,68.36,66.34,
06/22/2014 04:45,0,0,1.50,70.32,0,74.89,70.29,56.00,0,0,0,0,0,06/22/2014 04:45,90.24,68.19,66.20,
06/22/2014 05:00,0,0,1.50,70.31,0,74.90,70.24,56.00,0,0,0,0,0,06/22/2014 05:00,90.24,68.02,66.04,
06/22/2014 05:15,0,0,1.50,70.27,0,74.88,70.20,56.00,0,0,0,0,0,06/22/2014 05:15,90.23,67.91,65.93,
06/22/2014 05:30,0,0,1.50,70.23,0,74.88,70.21,56.00,0,0,0,0,0,06/22/2014 05:30,90.23,67.86,65.88,
06/22/2014 05:45,0,0,1.50,70.20,0,74.88,70.08,56.00,0,0,0,0,0,06/22/2014 05:45,90.23,67.68,65.70,
06/22/2014 06:00,0,0,1.50,70.14,0,74.90,70.10,56.00,0,0,0,0,0,06/22/2014 06:00,90.23,67.63,65.67,
06/22/2014 06:15,0,0,1.50,70.07,0,74.89,70.12,56.00,0,0,0,0,0,06/22/2014 06:15,90.23,67.64,65.68,
06/22/2014 06:30,0,0,1.50,70.02,0,74.89,70.06,56.00,0,0,0,0,0,06/22/2014 06:30,90.23,67.52,65.57,
06/22/2014 06:45,0,0,1.50,69.94,0,74.90,70.07,56.00,0,0,0,0,0,06/22/2014 06:45,90.23,67.65,65.69,
06/22/2014 07:00,0,0,1.50,69.88,0,74.87,70.02,56.00,0,0,0,0,0,06/22/2014 07:00,90.23,67.72,65.75,
06/22/2014 07:15,0,0,1.50,69.85,0,74.86,70.03,56.00,0,0,0,0,0,06/22/2014 07:15,90.23,67.85,65.88,
06/22/2014 07:30,0,0,1.50,69.81,0,74.88,70.04,56.00,0,0,0,0,0,06/22/2014 07:30,90.23,68.08,66.09,
06/22/2014 07:45,0,0,1.50,69.82,0,74.87,70.00,56.00,0,0,0,0,0,06/22/2014 07:45,90.23,68.44,66.42,
06/22/2014 08:00,0,0,1.50,69.81,0,74.88,70.03,56.00,0,0,0,0,0,06/22/2014 08:00,90.24,68.84,66.80,
06/22/2014 08:15,0,0,1.50,69.79,0,74.87,70.09,56.00,0,0,0,0,0,06/22/2014 08:15,90.26,69.70,67.70,
06/22/2014 08:30,0,0,1.50,69.79,0,74.89,70.15,56.00,0,0,0,0,0,06/22/2014 08:30,90.29,70.80,68.70,
06/22/2014 08:45,0,0,1.50,69.79,0,74.92,70.26,56.00,0,0,0,0,0,06/22/2014 08:45,90.30,72.00,69.92,
06/22/2014 09:00,0,0,1.50,69.80,0,74.97,70.32,56.00,0,0,0,0,0,06/22/2014 09:00,90.30,72.99,70.83,
06/22/2014 09:15,0,0,1.50,69.81,0,75.00,70.42,56.00,0,0,0,0,0,06/22/2014 09:15,90.30,73.27,71.10,
06/22/2014 09:30,0,0,1.50,69.88,0,75.02,70.33,56.00,0,0,0,0,0,06/22/2014 09:30,90.29,73.36,71.20,
06/22/2014 09:45,0,0,1.50,69.88,0,75.00,70.57,56.00,0,0,0,0,0,06/22/2014 09:45,90.30,74.11,72.00,
06/22/2014 10:00,0,0,1.50,69.88,0,75.02,70.67,56.00,0,0,0,0,0,06/22/2014 10:00,90.31,74.73,72.60,
06/22/2014 10:15,0,0,1.50,70.01,0,75.06,70.49,56.00,0,0,0,0,0,06/22/2014 10:15,90.31,74.78,72.60,
06/22/2014 10:30,0,0,1.50,70.01,0,75.06,70.71,56.00,0,0,0,0,0,06/22/2014 10:30,90.32,76.20,74.00,
06/22/2014 10:45,0,0,1.50,70.04,0,75.13,70.77,56.00,0,0,0,0,0,06/22/2014 10:45,90.32,76.56,74.32,
06/22/2014 11:00,0,0,1.50,70.09,0,75.17,70.81,56.00,0,0,0,0,0,06/22/2014 11:00,90.33,77.09,74.80,
06/22/2014 11:15,0,0,1.50,70.23,0,75.20,70.81,56.00,0,0,0,0,0,06/22/2014 11:15,90.33,77.58,75.30,
06/22/2014 11:30,0,0,1.50,70.08,0,75.08,71.16,56.00,0,0,0,0,0,06/22/2014 11:30,90.33,78.26,76.00,
06/22/2014 11:45,0,0,1.50,70.10,0,75.16,71.21,56.00,0,0,0,0,0,06/22/2014 11:45,90.32,78.56,76.30,
06/22/2014 12:00,0,0,1.50,70.09,0,75.21,71.29,56.00,0,0,0,0,0,06/22/2014 12:00,89.67,79.17,76.70,
06/22/2014 12:15,0,0,1.50,70.09,0,75.19,71.39,56.00,0,0,0,0,0,06/22/2014 12:15,88.82,79.91,77.30,
06/22/2014 12:30,0,0,1.50,70.06,0,75.21,71.55,56.00,0,0,0,0,0,06/22/2014 12:30,86.71,80.76,77.50,
06/22/2014 12:45,0,0,1.50,70.06,0,75.30,71.58,56.00,0,0,0,0,0,06/22/2014 12:45,84.15,81.44,77.55,
06/22/2014 13:00,0,0,1.50,70.06,0,75.27,71.67,56.00,0,0,0,0,0,06/22/2014 13:00,84.01,81.97,78.00,
06/22/2014 13:15,0,0,1.50,70.09,0,75.32,71.69,56.00,0,0,0,0,0,06/22/2014 13:15,82.92,82.48,78.20,
06/22/2014 13:30,0,0,1.50,70.17,0,75.33,71.65,56.00,0,0,0,0,0,06/22/2014 13:30,80.13,83.16,78.10,
06/22/2014 13:45,0,0,1.50,70.19,0,75.34,71.70,56.00,0,0,0,0,0,06/22/2014 13:45,78.27,83.54,78.00,
06/22/2014 14:00,0,0,1.50,70.26,0,75.47,71.66,56.00,0,0,0,0,0,06/22/2014 14:00,77.02,83.50,77.60,
06/22/2014 14:15,0,0,1.50,70.34,0,75.56,71.61,56.00,0,0,0,0,0,06/22/2014 14:15,73.33,83.73,76.80,
06/22/2014 14:30,0,0,1.50,70.30,0,75.54,71.78,56.00,0,0,0,0,0,06/22/2014 14:30,74.42,84.21,77.60,
06/22/2014 14:45,0,0,1.50,70.34,0,75.53,71.82,56.00,0,0,0,0,0,06/22/2014 14:45,74.82,84.45,77.90,
06/22/2014 15:00,0,0,1.50,70.40,0,75.62,71.77,56.00,0,0,0,0,0,06/22/2014 15:00,74.23,84.69,77.90,
06/22/2014 15:15,0,0,1.50,70.42,0,75.64,71.86,56.00,0,0,0,0,0,06/22/2014 15:15,73.74,84.81,77.90,
06/22/2014 15:30,0,0,1.50,70.46,0,75.64,71.88,56.00,0,0,0,0,0,06/22/2014 15:30,73.44,84.58,77.60,
06/22/2014 15:45,0,0,1.50,70.53,0,75.65,71.87,56.00,0,0,0,0,0,06/22/2014 15:45,74.39,84.65,77.90,
06/22/2014 16:00,0,0,1.50,70.54,0,75.65,71.94,56.00,0,0,0,0,0,06/22/2014 16:00,71.79,84.79,77.30,
06/22/2014 16:15,0,0,1.50,70.57,0,75.64,71.98,56.00,0,0,0,0,0,06/22/2014 16:15,71.31,84.94,77.30,
06/22/2014 16:30,0,0,1.50,70.59,0,75.64,72.01,56.00,0,0,0,0,0,06/22/2014 16:30,71.74,85.32,77.80,
06/22/2014 16:45,0,0,1.50,70.68,0,75.64,71.94,56.00,0,0,0,0,0,06/22/2014 16:45,70.15,86.03,78.00,
06/22/2014 17:00,0,0,1.50,70.70,0,75.68,71.94,56.00,0,0,0,0,0,06/22/2014 17:00,63.24,89.36,78.81,
06/22/2014 17:15,0,0,1.50,70.70,0,75.64,72.02,56.00,0,0,0,0,0,06/22/2014 17:15,58.74,92.57,80.16,
06/22/2014 17:30,0,0,1.50,70.79,0,75.70,71.91,56.00,0,0,0,0,0,06/22/2014 17:30,59.75,92.05,80.06,
06/22/2014 17:45,0,0,1.50,70.81,0,75.73,71.90,56.00,0,0,0,0,0,06/22/2014 17:45,60.45,91.47,79.80,
06/22/2014 18:00,0,0,1.50,70.81,0,75.77,71.91,56.00,0,0,0,0,0,06/22/2014 18:00,63.95,88.47,78.30,
06/22/2014 18:15,0,0,1.50,70.82,0,75.77,71.88,56.00,0,0,0,0,0,06/22/2014 18:15,67.67,85.72,77.00,
06/22/2014 18:30,0,0,1.50,70.82,0,75.77,71.88,56.00,0,0,0,0,0,06/22/2014 18:30,70.84,83.81,76.20,
06/22/2014 18:45,0,0,1.50,70.84,0,75.83,71.77,56.00,0,0,0,0,0,06/22/2014 18:45,72.64,82.67,75.60,
06/22/2014 19:00,0,0,1.50,70.86,0,75.90,71.70,56.00,0,0,0,0,0,06/22/2014 19:00,74.44,81.83,75.38,
06/22/2014 19:15,0,0,1.50,70.87,0,75.94,71.66,56.00,0,0,0,0,0,06/22/2014 19:15,75.43,81.27,75.10,
06/22/2014 19:30,0,0,1.50,70.86,0,75.89,71.76,56.00,0,0,0,0,0,06/22/2014 19:30,76.03,80.56,74.60,
06/22/2014 19:45,0,0,1.50,70.86,0,75.85,71.73,56.00,0,0,0,0,0,06/22/2014 19:45,76.73,79.95,74.20,
06/22/2014 20:00,0,0,1.50,70.88,0,75.86,71.66,56.00,0,0,0,0,0,06/22/2014 20:00,77.41,79.32,73.80,
06/22/2014 20:15,0,0,1.50,70.87,0,75.85,71.63,56.00,0,0,0,0,0,06/22/2014 20:15,79.10,78.72,73.70,
06/22/2014 20:30,0,0,1.50,70.86,0,75.87,71.58,56.00,0,0,0,0,0,06/22/2014 20:30,79.69,78.12,73.30,
06/22/2014 20:45,0,0,1.50,70.84,0,75.84,71.57,56.00,0,0,0,0,0,06/22/2014 20:45,79.92,77.50,72.70,
06/22/2014 21:00,0,0,1.50,70.81,0,75.84,71.55,56.00,0,0,0,0,0,06/22/2014 21:00,80.48,76.91,72.33,
06/22/2014 21:15,0,0,1.50,70.79,0,75.82,71.50,56.00,0,0,0,0,0,06/22/2014 21:15,80.72,76.39,71.90,
06/22/2014 21:30,0,0,1.50,70.73,0,75.81,71.40,56.00,0,0,0,0,0,06/22/2014 21:30,80.71,75.76,71.30,
06/22/2014 21:45,0,0,1.50,70.69,0,75.81,71.28,56.00,0,0,0,0,0,06/22/2014 21:45,80.98,74.87,70.50,
06/22/2014 22:00,0,0,1.50,70.59,0,75.77,71.15,56.00,0,0,0,0,0,06/22/2014 22:00,81.07,74.31,70.02,
06/22/2014 22:15,0,0,1.50,70.42,0,75.71,70.99,56.00,0,0,0,0,0,06/22/2014 22:15,81.26,73.26,69.07,
06/22/2014 22:30,0,0,1.50,70.23,0,75.67,70.91,56.00,0,0,0,0,0,06/22/2014 22:30,81.65,72.63,68.60,
06/22/2014 22:45,0,0,1.50,70.05,0,75.64,70.85,56.00,0,0,0,0,0,06/22/2014 22:45,81.95,72.58,68.59,
06/22/2014 23:00,0,0,1.50,69.94,0,75.61,70.81,56.00,0,0,0,0,0,06/22/2014 23:00,82.04,72.49,68.50,
06/22/2014 23:15,0,0,1.50,69.87,0,75.60,70.82,56.00,0,0,0,0,0,06/22/2014 23:15,82.39,72.44,68.56,
06/22/2014 23:30,0,0,1.50,69.83,0,75.62,70.82,56.00,0,0,0,0,0,06/22/2014 23:30,82.57,72.11,68.30,
06/22/2014 23:45,0,0,1.50,69.81,0,75.61,70.78,56.00,0,0,0,0,0,06/22/2014 23:45,82.94,72.00,68.30,
06/23/2014 00:00,0,0,1.50,69.79,0,75.60,70.66,56.00,0,0,0,0,0,06/23/2014 00:00,83.10,71.92,68.22,
06/23/2014 00:15,0,0,1.50,69.79,0,75.59,70.68,56.00,0,0,0,0,0,06/23/2014 00:15,83.28,71.90,68.20,
06/23/2014 00:30,0,0,1.50,69.82,0,75.58,70.54,56.00,0,0,0,0,0,06/23/2014 00:30,83.47,71.81,68.20,
06/23/2014 00:45,0,0,1.50,69.84,0,75.57,70.55,56.00,0,0,0,0,0,06/23/2014 00:45,83.42,71.67,68.03,
06/23/2014 01:00,0,0,1.50,69.85,0,75.58,70.63,56.00,0,0,0,0,0,06/23/2014 01:00,83.78,71.55,68.00,
06/23/2014 01:15,0,0,1.50,69.86,0,75.58,70.63,56.00,0,0,0,0,0,06/23/2014 01:15,83.79,71.38,67.83,
06/23/2014 01:30,0,0,1.50,69.87,0,75.58,70.54,56.00,0,0,0,0,0,06/23/2014 01:30,84.02,71.26,67.80,
06/23/2014 01:45,0,0,1.50,69.90,0,75.58,70.49,56.00,0,0,0,0,0,06/23/2014 01:45,84.18,71.37,67.90,
06/23/2014 02:00,0,0,1.50,69.92,0,75.59,70.57,56.00,0,0,0,0,0,06/23/2014 02:00,84.18,71.53,68.10,
06/23/2014 02:15,0,0,1.50,69.95,0,75.60,70.59,56.00,0,0,0,0,0,06/23/2014 02:15,84.54,71.52,68.20,
06/23/2014 02:30,0,0,1.50,70.00,0,75.61,70.59,56.00,0,0,0,0,0,06/23/2014 02:30,84.67,71.59,68.20,
06/23/2014 02:45,0,0.03,1.50,70.03,0,75.61,70.58,56.00,0,0,0,0,0,06/23/2014 02:45,84.71,71.67,68.30,
06/23/2014 03:00,0,0.03,1.50,70.06,0,75.63,70.63,56.00,0,0,0,0,0,06/23/2014 03:00,84.77,71.66,68.33,
06/23/2014 03:15,0,0.03,1.50,70.10,0,75.64,70.60,56.00,0,0,0,0,0,06/23/2014 03:15,85.17,71.59,68.34,
06/23/2014 03:30,0,0.03,1.50,70.18,0,75.63,70.53,56.00,0,0,0,0,0,06/23/2014 03:30,85.95,71.31,68.30,
06/23/2014 03:45,0,0.03,1.50,70.22,0,75.64,70.61,56.00,0,0,0,0,0,06/23/2014 03:45,86.69,71.00,68.20,
06/23/2014 04:00,0,0.03,1.50,70.35,0,75.64,70.50,56.00,0,0,0,0,0,06/23/2014 04:00,87.07,70.75,68.00,
06/23/2014 04:15,0,0.03,1.50,70.46,0,75.63,70.49,56.00,0,0,0,0,0,06/23/2014 04:15,87.45,70.59,67.90,
06/23/2014 04:30,0,0.03,1.50,70.50,0,75.64,70.59,56.00,0,0,0,0,0,06/23/2014 04:30,87.49,70.59,67.90,
06/23/2014 04:45,0,0.03,1.50,70.54,0,75.64,70.64,56.00,0,0,0,0,0,06/23/2014 04:45,87.61,70.62,68.00,
06/23/2014 05:00,0,0.03,1.50,70.58,0,75.65,70.65,56.00,0,0,0,0,0,06/23/2014 05:00,87.97,70.69,68.10,
06/23/2014 05:15,0,0.03,1.50,70.99,0,75.22,69.93,56.00,0,0,0,0,0,06/23/2014 05:15,88.02,70.66,68.10,
06/23/2014 05:30,0,0.03,1.50,71.24,0,74.88,69.85,56.00,0,0,0,0,0,06/23/2014 05:30,88.18,70.59,68.06,
06/23/2014 05:45,100.00,0.64,1.50,68.36,100.00,75.22,60.89,56.00,1,1,33306.41,93.55,0,06/23/2014 05:45,88.73,70.46,68.10,
06/23/2014 06:00,100.00,0.74,1.50,68.93,100.00,74.85,59.70,56.00,1,1,34757.42,99.99,0,06/23/2014 06:00,89.15,70.52,68.22,
06/23/2014 06:15,100.00,0.76,1.50,69.09,100.00,74.25,61.05,56.00,1,1,34991.46,99.99,0,06/23/2014 06:15,90.18,70.62,68.59,
